blockid,dist2midblk,rl_blk_mid_emp,rl_blk_mid_the,session_id,MDHM,Date,jul_day,Time,start_hr,obs_hour,dur_hr,ID,treatment,species,num_idv,obs,foraging,block,block_ns,platform_bearing,tide_dist,tide_ht,fish,block_fac,x,y,idv_rl
1S,25,145.55271403066138,154.04119982655925,T081,9_10_11_14,2020-09-10,47,11:14:00,10,11,0.5,1414,ON,HS,1,AB,0,1,S,280,12,2.63,728,0,2.0837781320031596,11.817693036146498,153.4093589263782
1S,25,145.55271403066138,154.04119982655925,T083,9_10_12_34,2020-09-10,47,12:34:00,12,12,0.5,1433,ON,HS,1,AMB,0,1,S,324,48,2.77,728,0,38.83281572999747,28.213692110038714,138.57001296193295
1S,25,145.55271403066138,154.04119982655925,T085,9_11_9_36,2020-09-11,48,09:36:00,9,9,0.5,1451,ON,HS,1,AB,0,1,S,320,37,1.54,1153,0,28.343644395402183,23.783141558401965,141.35616794615436
1S,25,145.55271403066138,154.04119982655925,T085,9_11_9_59,2020-09-11,48,09:59:00,9,9,0.5,1455,ON,HS,1,AB,0,1,S,315,42,1.73,1153,0,29.698484809834994,29.698484809835,139.9993764419003
1S,25,145.55271403066138,154.04119982655925,T086,9_11_10_18,2020-09-11,48,10:18:00,10,10,0.5,1456,ON,HS,1,AB,1,1,S,90,8,1.9,1153,0,4.898587196589413e-16,-8,157.74958938859234
1S,25,145.55271403066138,154.04119982655925,T086,9_11_10_28,2020-09-11,48,10:28:00,10,10,0.5,1458,ON,HS,NA,AB,0,1,S,20,9,1.98,1153,0,8.457233587073176,-3.0781812899310186,156.48880144638667
1S,25,145.55271403066138,154.04119982655925,T086,9_11_10_43,2020-09-11,48,10:43:00,10,10,0.5,1460,ON,HS,1,AB,0,1,S,90,7,2.1,1153,0,4.286263797015736e-16,-7,159.17895286855972
1S,25,145.55271403066138,154.04119982655925,T087,9_11_11_11,2020-09-11,48,11:11:00,10,11,0.5,1469,ON,HS,1,AB,0,1,S,355,26,2.31,1153,0,25.901062150385386,2.2660493114391165,145.13288275400262
1S,25,145.55271403066138,154.04119982655925,T087,9_11_11_17,2020-09-11,48,11:17:00,10,11,0.5,1470,ON,HS,1,AB,0,1,S,310,29,2.35,1153,0,18.640840680909637,22.215288850450367,143.9639779975612
1S,25,145.55271403066138,154.04119982655925,T088,9_11_12_11,2020-09-11,48,12:11:00,12,12,0.5,1473,ON,HS,1,AC,0,1,S,274,5,2.65,1153,0,0.34878236872062607,4.987820251299121,162.7806611829608
1S,25,145.55271403066138,154.04119982655925,T088,9_11_12_14,2020-09-11,48,12:14:00,12,12,0.5,1474,ON,HS,1,AC,0,1,S,282,6,2.66,1153,0,1.2474701449065566,5.868885604402833,160.82903190860083
1S,25,145.55271403066138,154.04119982655925,T088,9_11_12_17,2020-09-11,48,12:17:00,12,12,0.5,1475,ON,HS,1,AC,0,1,S,275,12,2.67,1153,0,1.0458689129718945,11.954336377100947,153.4093589263782
1S,25,145.55271403066138,154.04119982655925,T089,9_11_12_48,2020-09-11,48,12:48:00,12,12,0.5,1477,ON,HS,1,AC,0,1,S,286,8,2.78,1153,0,2.205098846535995,7.69009356750655,157.74958938859234
1S,25,145.55271403066138,154.04119982655925,T089,9_11_13_9,2020-09-11,48,13:09:00,12,13,0.5,1478,ON,HS,1,AC,0,1,S,285,9,2.83,1153,0,2.3293714059226827,8.693332436601615,156.48880144638667
1S,25,145.55271403066138,154.04119982655925,T090,9_11_13_47,2020-09-11,48,13:47:00,13,13,0.5,1479,ON,HS,1,AC,0,1,S,102,9,2.88,1153,0,-1.8712052173598341,-8.803328406604251,156.48880144638667
1N,55.5,137.0159374839402,147.11414033754647,B006,8_10_13_34,2020-08-10,1,13:34:00,13,13,0.5,5,OFF,HS,1,LB,0,1,N,NA,73,1.84,849,1,NA,NA,134.08213429104006
1N,55.5,137.0159374839402,147.11414033754647,B006,8_10_13_39,2020-08-10,1,13:39:00,13,13,0.5,8,OFF,HS,1,LB,0,1,N,NA,58,1.81,849,1,NA,NA,136.54430501533855
1N,55.5,137.0159374839402,147.11414033754647,B006,8_10_13_41,2020-08-10,1,13:41:00,13,13,0.5,10,OFF,HS,1,LB,0,1,N,NA,62,1.81,849,1,NA,NA,135.83041884023305
1N,55.5,137.0159374839402,147.11414033754647,B006,8_10_13_43,2020-08-10,1,13:43:00,13,13,0.5,11,OFF,HS,1,LB,0,1,N,NA,56,1.79,849,1,NA,NA,136.9199339218918
1N,55.5,137.0159374839402,147.11414033754647,B006,8_10_13_45,2020-08-10,1,13:45:00,13,13,0.5,12,OFF,HS,1,LB,0,1,N,NA,42,1.79,849,1,NA,NA,139.9993764419003
1N,55.5,137.0159374839402,147.11414033754647,B006,8_10_13_49,2020-08-10,1,13:49:00,13,13,0.5,13,OFF,HS,2,LB,0,1,N,NA,51,1.77,849,1,NA,NA,137.92106728175938
1N,55.5,137.0159374839402,147.11414033754647,B006,8_10_13_51,2020-08-10,1,13:51:00,13,13,0.5,14,OFF,HS,3,LB,0,1,N,NA,75,1.76,849,1,NA,NA,133.79281058622462
1N,55.5,137.0159374839402,147.11414033754647,B006,8_10_13_53,2020-08-10,1,13:53:00,13,13,0.5,15,OFF,HS,3,LB,0,1,N,NA,67,1.75,849,1,NA,NA,135.00021026106796
1N,55.5,137.0159374839402,147.11414033754647,B007,8_10_14_21,2020-08-10,16,14:21:00,14,14,0.5,26,OFF,HS,2,LB,0,1,N,NA,55,1.63,849,1,NA,NA,137.11280986831096
1N,55.5,137.0159374839402,147.11414033754647,B009,8_10_15_25,2020-08-10,16,15:25:00,15,15,0.5,44,OFF,HS,1,LB,0,1,N,NA,45,1.43,849,1,NA,NA,139.26085429408727
1N,55.5,137.0159374839402,147.11414033754647,B009,8_10_15_37,2020-08-10,16,15:37:00,15,15,0.5,49,OFF,HS,1,LB,0,1,N,NA,55,1.41,849,1,NA,NA,137.11280986831096
1N,55.5,137.0159374839402,147.11414033754647,B009,8_10_15_38,2020-08-10,16,15:38:00,15,15,0.5,50,OFF,HS,1,LB,0,1,N,NA,59,1.41,849,1,NA,NA,136.36132063785044
1N,55.5,137.0159374839402,147.11414033754647,B009,8_10_15_44,2020-08-10,16,15:44:00,15,15,0.5,51,OFF,HS,2,LB,0,1,N,NA,68,1.41,849,1,NA,NA,134.8416247617509
1N,55.5,137.0159374839402,147.11414033754647,B010,8_11_13_39,2020-08-11,17,13:39:00,13,13,0.5,52,OFF,HS,2,LB,0,1,N,NA,67,2.24,891,1,NA,NA,135.00021026106796
1N,55.5,137.0159374839402,147.11414033754647,B010,8_11_13_45,2020-08-11,17,13:45:00,13,13,0.5,53,OFF,HS,1,LB,0,1,N,NA,52,2.23,891,1,NA,NA,137.71320977178
1N,55.5,137.0159374839402,147.11414033754647,B010,8_11_13_46,2020-08-11,17,13:46:00,13,13,0.5,54,OFF,HS,1,LB,0,1,N,NA,54,2.22,891,1,NA,NA,137.30922501972725
1N,55.5,137.0159374839402,147.11414033754647,B010,8_11_13_47,2020-08-11,17,13:47:00,13,13,0.5,56,OFF,HS,1,LB,0,1,N,NA,43,2.22,891,1,NA,NA,139.74749834041017
1N,55.5,137.0159374839402,147.11414033754647,B010,8_11_13_49,2020-08-11,17,13:49:00,13,13,0.5,59,OFF,HS,2,LB,0,1,N,NA,39,2.22,891,1,NA,NA,140.79265229178847
1N,55.5,137.0159374839402,147.11414033754647,B010,8_11_13_52,2020-08-11,17,13:52:00,13,13,0.5,61,OFF,HS,2,LB,0,1,N,NA,38,2.21,891,1,NA,NA,141.07070235110007
1N,55.5,137.0159374839402,147.11414033754647,B010,8_11_14_5,2020-08-11,17,14:05:00,13,14,0.5,71,OFF,HS,1,LB,0,1,N,NA,33,2.17,891,1,NA,NA,142.58085357617358
1N,55.5,137.0159374839402,147.11414033754647,B010,8_11_14_7,2020-08-11,17,14:07:00,13,14,0.5,73,OFF,HS,1,LB,0,1,N,NA,65,2.16,891,1,NA,NA,135.32460858392582
1N,55.5,137.0159374839402,147.11414033754647,B010,8_11_14_10,2020-08-11,17,14:10:00,13,14,0.5,76,OFF,HS,2,LB,0,1,N,NA,51,2.16,891,1,NA,NA,137.92106728175938
1N,55.5,137.0159374839402,147.11414033754647,B011,8_11_15_17,2020-08-11,17,15:17:00,15,15,0.5,83,OFF,HS,1,LB,0,1,N,NA,60,1.96,891,1,NA,NA,136.18141177407878
1N,55.5,137.0159374839402,147.11414033754647,B011,8_11_15_21,2020-08-11,17,15:21:00,15,15,0.5,87,OFF,HS,1,LB,0,1,N,NA,37,1.95,891,1,NA,NA,141.35616794615436
1N,55.5,137.0159374839402,147.11414033754647,B011,8_11_15_24,2020-08-11,17,15:24:00,15,15,0.5,90,OFF,HS,1,LB,0,1,N,NA,49,1.94,891,1,NA,NA,138.3492974018592
1N,55.5,137.0159374839402,147.11414033754647,B011,8_11_15_24,2020-08-11,17,15:24:00,15,15,0.5,91,OFF,HS,1,LB,0,1,N,NA,40,1.94,891,1,NA,NA,140.52164223629293
1N,55.5,137.0159374839402,147.11414033754647,B011,8_11_15_25,2020-08-11,17,15:25:00,15,15,0.5,92,OFF,HS,1,LB,0,1,N,NA,59,1.94,891,1,NA,NA,136.36132063785044
1N,55.5,137.0159374839402,147.11414033754647,B011,8_11_15_27,2020-08-11,17,15:27:00,15,15,0.5,94,OFF,HS,1,LB,0,1,N,NA,43,1.93,891,1,NA,NA,139.74749834041017
1N,55.5,137.0159374839402,147.11414033754647,B011,8_11_15_30,2020-08-11,17,15:30:00,15,15,0.5,95,OFF,HS,2,LB,0,1,N,NA,52,1.93,891,1,NA,NA,137.71320977178
1N,55.5,137.0159374839402,147.11414033754647,B011,8_11_15_32,2020-08-11,17,15:32:00,15,15,0.5,97,OFF,HS,1,LB,0,1,N,NA,44,1.92,891,1,NA,NA,139.50141105616513
1N,55.5,137.0159374839402,147.11414033754647,B011,8_11_15_37,2020-08-11,17,15:37:00,15,15,0.5,98,OFF,HS,1,LB,1,1,N,NA,61,1.91,891,1,NA,NA,136.0044767470859
1N,55.5,137.0159374839402,147.11414033754647,B012,8_11_15_58,2020-08-11,17,15:58:00,16,15,0.5,100,OFF,HS,1,LB,0,1,N,NA,51,1.86,891,1,NA,NA,137.92106728175938
1N,55.5,137.0159374839402,147.11414033754647,B012,8_11_16_0,2020-08-11,17,16:00:00,16,16,0.5,101,OFF,HS,1,LB,0,1,N,NA,54,1.86,891,1,NA,NA,137.30922501972725
1N,55.5,137.0159374839402,147.11414033754647,B012,8_11_16_3,2020-08-11,17,16:03:00,16,16,0.5,103,OFF,HS,1,LB,0,1,N,NA,47,1.85,891,1,NA,NA,138.79537550511264
1N,55.5,137.0159374839402,147.11414033754647,B012,8_11_16_18,2020-08-11,17,16:18:00,16,16,0.5,111,OFF,HS,1,LB,0,1,N,NA,44,1.83,891,1,NA,NA,139.50141105616513
1N,55.5,137.0159374839402,147.11414033754647,B012,8_11_16_22,2020-08-11,17,16:22:00,16,16,0.5,114,OFF,HS,1,LB,0,1,N,NA,43,1.83,891,1,NA,NA,139.74749834041017
1N,55.5,137.0159374839402,147.11414033754647,B012,8_11_16_24,2020-08-11,17,16:24:00,16,16,0.5,117,OFF,HS,1,LB,0,1,N,NA,45,1.82,891,1,NA,NA,139.26085429408727
1N,55.5,137.0159374839402,147.11414033754647,B012,8_11_16_26,2020-08-11,17,16:26:00,16,16,0.5,118,OFF,HS,1,LB,0,1,N,NA,44,1.82,891,1,NA,NA,139.50141105616513
1N,55.5,137.0159374839402,147.11414033754647,B014,8_12_13_36,2020-08-12,18,13:36:00,13,13,0.5,136,OFF,HS,1,LB,0,1,N,NA,36,2.52,137,1,NA,NA,141.6494554819414
1N,55.5,137.0159374839402,147.11414033754647,B014,8_12_13_56,2020-08-12,18,13:56:00,13,13,0.5,145,OFF,HS,1,LB,1,1,N,NA,41,2.51,137,1,NA,NA,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,B017,8_13_11_40,2020-08-13,19,11:40:00,11,11,0.5,181,OFF,HS,2,LB,0,1,N,NA,44,2.03,202,1,NA,NA,139.50141105616513
1N,55.5,137.0159374839402,147.11414033754647,B018,8_13_12_7,2020-08-13,19,12:07:00,12,12,0.5,188,OFF,HS,2,LB,0,1,N,NA,36,2.21,202,1,NA,NA,141.6494554819414
1N,55.5,137.0159374839402,147.11414033754647,B018,8_13_12_19,2020-08-13,19,12:19:00,12,12,0.5,195,OFF,HS,2,LB,0,1,N,NA,51,2.29,202,1,NA,NA,137.92106728175938
1N,55.5,137.0159374839402,147.11414033754647,B018,8_13_12_22,2020-08-13,19,12:22:00,12,12,0.5,196,OFF,HS,1,LB,0,1,N,NA,39,2.3,202,1,NA,NA,140.79265229178847
1N,55.5,137.0159374839402,147.11414033754647,B018,8_13_12_22,2020-08-13,19,12:22:00,12,12,0.5,197,OFF,HS,1,LB,0,1,N,NA,50,2.3,202,1,NA,NA,138.13304104843877
1N,55.5,137.0159374839402,147.11414033754647,B019,8_13_13_30,2020-08-13,19,13:30:00,13,13,0.5,201,OFF,HS,1,LB,0,1,N,NA,50,2.6,202,1,NA,NA,138.13304104843877
1N,55.5,137.0159374839402,147.11414033754647,B019,8_13_13_30,2020-08-13,19,13:30:00,13,13,0.5,202,OFF,HS,1,LB,0,1,N,NA,52,2.6,202,1,NA,NA,137.71320977178
1N,55.5,137.0159374839402,147.11414033754647,B019,8_13_13_42,2020-08-13,19,13:42:00,13,13,0.5,208,OFF,HS,2,LB,0,1,N,NA,38,2.63,202,1,NA,NA,141.07070235110007
1N,55.5,137.0159374839402,147.11414033754647,B020,8_13_14_10,2020-08-13,19,14:10:00,14,14,0.5,215,OFF,HS,1,LB,0,1,N,NA,74,2.69,202,1,NA,NA,133.93649496393175
1N,55.5,137.0159374839402,147.11414033754647,B020,8_13_14_16,2020-08-13,19,14:16:00,14,14,0.5,218,OFF,HS,1,LB,0,1,N,NA,52,2.7,202,1,NA,NA,137.71320977178
1N,55.5,137.0159374839402,147.11414033754647,B022,8_14_13_10,2020-08-14,20,13:10:00,13,13,0.5,246,OFF,HS,1,LB,0,1,N,NA,39,2.36,632,1,NA,NA,140.79265229178847
1N,55.5,137.0159374839402,147.11414033754647,B022,8_14_13_14,2020-08-14,20,13:14:00,13,13,0.5,249,OFF,HS,1,LB,0,1,N,NA,36,2.39,632,1,NA,NA,141.6494554819414
1N,55.5,137.0159374839402,147.11414033754647,B022,8_14_13_18,2020-08-14,20,13:18:00,13,13,0.5,251,OFF,HS,1,LB,0,1,N,NA,51,2.42,632,1,NA,NA,137.92106728175938
1N,55.5,137.0159374839402,147.11414033754647,B022,8_14_13_25,2020-08-14,20,13:25:00,13,13,0.5,254,OFF,HS,1,LB,0,1,N,NA,42,2.47,632,1,NA,NA,139.9993764419003
1N,55.5,137.0159374839402,147.11414033754647,B023,8_14_13_47,2020-08-14,20,13:47:00,13,13,0.5,257,OFF,HS,1,LB,1,1,N,NA,39,2.6,632,1,NA,NA,140.79265229178847
1N,55.5,137.0159374839402,147.11414033754647,B023,8_14_13_57,2020-08-14,20,13:57:00,13,13,0.5,262,OFF,HS,1,LB,0,1,N,NA,40,2.65,632,1,NA,NA,140.52164223629293
1N,55.5,137.0159374839402,147.11414033754647,B024,8_14_14_27,2020-08-14,20,14:27:00,14,14,0.5,273,OFF,HS,1,LB,0,1,N,NA,41,2.78,632,1,NA,NA,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,B024,8_14_14_33,2020-08-14,20,14:33:00,14,14,0.5,275,OFF,HS,2,LB,0,1,N,NA,41,2.81,632,1,NA,NA,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,B024,8_14_14_37,2020-08-14,20,14:37:00,14,14,0.5,278,OFF,HS,2,LB,0,1,N,NA,47,2.82,632,1,NA,NA,138.79537550511264
1N,55.5,137.0159374839402,147.11414033754647,B024,8_14_14_39,2020-08-14,20,14:39:00,14,14,0.5,279,OFF,HS,1,LB,0,1,N,NA,41,2.83,632,1,NA,NA,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,B024,8_14_14_46,2020-08-14,20,14:46:00,14,14,0.5,285,OFF,HS,1,LB,0,1,N,NA,40,2.85,632,1,NA,NA,140.52164223629293
1N,55.5,137.0159374839402,147.11414033754647,B024,8_14_14_50,2020-08-14,20,14:50:00,14,14,0.5,286,OFF,HS,1,LB,0,1,N,NA,34,2.86,632,1,NA,NA,142.2612977439735
1N,55.5,137.0159374839402,147.11414033754647,T001,8_14_19_20,2020-08-14,20,19:20:00,19,19,0.5,288,ON,HS,1,LB,0,1,N,69,56,2.52,632,1,20.06860517453682,-52.280503883843295,136.9199339218918
1N,55.5,137.0159374839402,147.11414033754647,T003,8_15_10_47,2020-08-15,21,10:47:00,10,10,0.5,300,ON,HS,4,LB,0,1,N,336,58,0.5,170,1,52.98563654327086,23.590725298396407,136.54430501533855
1N,55.5,137.0159374839402,147.11414033754647,T003,8_15_11_3,2020-08-15,21,11:03:00,10,11,0.5,302,ON,HS,1,LB,0,1,N,242,50,0.65,170,1,-23.47357813929454,44.14737964294635,138.13304104843877
1N,55.5,137.0159374839402,147.11414033754647,T003,8_15_11_7,2020-08-15,21,11:07:00,10,11,0.5,303,ON,HS,1,LB,0,1,N,16,43,0.69,170,1,41.33425292534771,-11.852406300130964,139.74749834041017
1N,55.5,137.0159374839402,147.11414033754647,T004,8_15_11_22,2020-08-15,21,11:22:00,11,11,0.5,304,ON,HS,1,LB,0,1,N,16,43,0.84,170,1,41.33425292534771,-11.852406300130964,139.74749834041017
1N,55.5,137.0159374839402,147.11414033754647,T004,8_15_11_26,2020-08-15,21,11:26:00,11,11,0.5,305,ON,HS,1,LB,0,1,N,108,43,0.88,170,1,-13.287730758122736,-40.89543020069161,139.74749834041017
1N,55.5,137.0159374839402,147.11414033754647,T004,8_15_11_30,2020-08-15,21,11:30:00,11,11,0.5,306,ON,HS,1,LB,0,1,N,90,41,0.92,170,1,2.510525938252074e-15,-41,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,T005,8_15_12_36,2020-08-15,21,12:36:00,12,12,0.5,313,ON,HS,1,LB,0,1,N,306,60,1.65,170,1,35.26711513754837,48.54101966249685,136.18141177407878
1N,55.5,137.0159374839402,147.11414033754647,T005,8_15_12_38,2020-08-15,21,12:38:00,12,12,0.5,314,ON,HS,2,LB,0,1,N,325,33,1.67,170,1,27.03201746153672,18.92802239958453,142.58085357617358
1N,55.5,137.0159374839402,147.11414033754647,T005,8_15_12_44,2020-08-15,21,12:44:00,12,12,0.5,315,ON,HS,2,LB,0,1,N,316,47,1.74,170,1,33.80897061591659,32.64894341157289,138.79537550511264
1N,55.5,137.0159374839402,147.11414033754647,T005,8_15_12_49,2020-08-15,21,12:49:00,12,12,0.5,316,ON,HS,1,LB,0,1,N,NA,33,1.79,170,1,NA,NA,142.58085357617358
1N,55.5,137.0159374839402,147.11414033754647,T006,8_15_13_24,2020-08-15,21,13:24:00,13,13,0.5,323,ON,HS,1,LB,0,1,N,297,45,2.15,170,1,20.4295724882796,40.09529358847656,139.26085429408727
1N,55.5,137.0159374839402,147.11414033754647,T006,8_15_13_35,2020-08-15,21,13:35:00,13,13,0.5,326,ON,HS,1,LB,0,1,N,348,36,2.26,170,1,35.213313626417,7.484820869439355,141.6494554819414
1N,55.5,137.0159374839402,147.11414033754647,T007,8_15_14_17,2020-08-15,21,14:17:00,14,14,0.5,338,ON,HS,1,LB,0,1,N,291,53,2.62,170,1,18.99350132590092,49.47976260435169,137.5093116942173
1N,55.5,137.0159374839402,147.11414033754647,T008,8_15_14_51,2020-08-15,21,14:51:00,14,14,0.5,343,ON,HS,1,LB,0,1,N,324,55,2.84,170,1,44.49593469062211,32.32818887608603,137.11280986831096
1N,55.5,137.0159374839402,147.11414033754647,T008,8_15_15_11,2020-08-15,21,15:11:00,14,15,0.5,350,ON,HS,1,LB,0,1,N,352,67,2.94,170,1,66.3479606056852,9.324597764324414,135.00021026106796
1N,55.5,137.0159374839402,147.11414033754647,T009,8_15_15_43,2020-08-15,21,15:43:00,15,15,0.5,359,ON,HS,1,LB,0,1,N,14,50,3.06,170,1,48.514786313799824,-12.096094779983387,138.13304104843877
1N,55.5,137.0159374839402,147.11414033754647,T009,8_15_15_48,2020-08-15,21,15:48:00,15,15,0.5,360,ON,HS,1,LB,0,1,N,301,40,3.08,170,1,20.60152299640216,34.286692028084495,140.52164223629293
1N,55.5,137.0159374839402,147.11414033754647,T010,8_15_16_29,2020-08-15,21,16:29:00,16,16,0.5,367,ON,HS,1,LB,0,1,N,327,45,3.15,170,1,37.740175557544084,24.508756575676212,139.26085429408727
1N,55.5,137.0159374839402,147.11414033754647,T010,8_15_16_46,2020-08-15,21,16:46:00,16,16,0.5,375,ON,HS,1,LB,0,1,N,1,45,3.16,170,1,44.99314628203761,-0.785358289677758,139.26085429408727
1N,55.5,137.0159374839402,147.11414033754647,T012,8_16_10_42,2020-08-16,22,10:42:00,10,10,0.5,381,ON,HS,1,LB,0,1,N,279,42,-0.09,551,1,6.570247531689688,41.482910304995784,139.9993764419003
1N,55.5,137.0159374839402,147.11414033754647,T014,8_16_12_39,2020-08-16,22,12:39:00,12,12,0.5,387,ON,HS,2,LB,0,1,N,339,59,1.12,551,1,55.08124516333489,21.143709023172747,136.36132063785044
1N,55.5,137.0159374839402,147.11414033754647,T014,8_16_12_59,2020-08-16,22,12:59:00,12,12,0.5,394,ON,HS,1,LB,0,1,N,NA,45,1.37,551,1,NA,NA,139.26085429408727
1N,55.5,137.0159374839402,147.11414033754647,T015,8_16_13_44,2020-08-16,22,13:44:00,13,13,0.5,403,ON,HS,1,LB,0,1,N,5,65,1.93,551,1,64.75265537596346,-5.665123278597781,135.32460858392582
1N,55.5,137.0159374839402,147.11414033754647,T016,8_16_14_16,2020-08-16,22,14:16:00,14,14,0.5,405,ON,HS,1,LB,0,1,N,NA,37,2.3,551,1,NA,NA,141.35616794615436
1N,55.5,137.0159374839402,147.11414033754647,T018,8_17_9_55,2020-08-17,23,09:55:00,9,9,0.5,425,ON,HS,1,LB,0,1,N,280,51,-0.49,281,1,8.856057061013429,50.225195403622614,137.92106728175938
1N,55.5,137.0159374839402,147.11414033754647,T018,8_17_9_58,2020-08-17,23,09:58:00,9,9,0.5,426,ON,HS,1,LB,0,1,N,263,41,-0.49,281,1,-4.996643079611034,40.69439221729421,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,T018,8_17_10_1,2020-08-17,23,10:01:00,9,10,0.5,429,ON,HS,1,LB,0,1,N,275,41,-0.5,281,1,3.5733854526539734,40.84398262176157,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,T018,8_17_10_10,2020-08-17,23,10:10:00,9,10,0.5,434,ON,HS,1,LB,0,1,N,275,42,-0.52,281,1,3.660541195401631,41.84017731985331,139.9993764419003
1N,55.5,137.0159374839402,147.11414033754647,T018,8_17_10_15,2020-08-17,23,10:15:00,9,10,0.5,435,ON,HS,1,LB,0,1,N,265,40,-0.52,281,1,-3.48622970990633,39.84778792366982,140.52164223629293
1N,55.5,137.0159374839402,147.11414033754647,T019,8_17_10_36,2020-08-17,23,10:36:00,10,10,0.5,439,ON,HS,1,LB,0,1,N,263,55,-0.5,281,1,-6.702813887283094,54.59003834027271,137.11280986831096
1N,55.5,137.0159374839402,147.11414033754647,T019,8_17_10_53,2020-08-17,23,10:53:00,10,10,0.5,444,ON,HS,3,LB,1,1,N,250,60,-0.45,281,1,-20.52120859954011,56.381557247154504,136.18141177407878
1N,55.5,137.0159374839402,147.11414033754647,T019,8_17_10_59,2020-08-17,23,10:59:00,10,10,0.5,446,ON,HS,2,LB,0,1,N,245,52,-0.42,281,1,-21.976149610516355,47.128004925905806,137.71320977178
1N,55.5,137.0159374839402,147.11414033754647,T020,8_17_11_45,2020-08-17,23,11:45:00,11,11,0.5,453,ON,HS,1,LB,0,1,N,63,51,-0.09,281,1,23.153515486716888,-45.44133273360676,137.92106728175938
1N,55.5,137.0159374839402,147.11414033754647,T021,8_17_12_37,2020-08-17,23,12:37:00,12,12,0.5,464,ON,HS,1,LB,0,1,N,267,70,0.48,281,1,-3.6635169370061016,69.90406743282017,134.53133273403765
1N,55.5,137.0159374839402,147.11414033754647,T021,8_17_12_44,2020-08-17,23,12:44:00,12,12,0.5,466,ON,HS,1,LB,1,1,N,240,77,0.57,281,1,-38.500000000000036,66.68395609140175,133.51110155390987
1N,55.5,137.0159374839402,147.11414033754647,T022,8_17_13_25,2020-08-17,23,13:25:00,13,13,0.5,467,ON,HS,1,LB,1,1,N,240,77,1.13,281,1,-38.500000000000036,66.68395609140175,133.51110155390987
1N,55.5,137.0159374839402,147.11414033754647,T022,8_17_13_36,2020-08-17,23,13:36:00,13,13,0.5,470,ON,HS,1,LB,1,1,N,256,67,1.28,281,1,-16.208767005177744,65.00981366049176,135.00021026106796
1N,55.5,137.0159374839402,147.11414033754647,T022,8_17_13_40,2020-08-17,23,13:40:00,13,13,0.5,471,ON,HS,2,LB,1,1,N,320,45,1.34,281,1,34.471999940354,28.925442435894283,139.26085429408727
1N,55.5,137.0159374839402,147.11414033754647,T023,8_17_14_24,2020-08-17,23,14:24:00,14,14,0.5,475,ON,HS,1,LB,0,1,N,16,33,1.94,281,1,31.721635965964524,-9.096032741960972,142.58085357617358
1N,55.5,137.0159374839402,147.11414033754647,T023,8_17_14_30,2020-08-17,23,14:30:00,14,14,0.5,478,ON,HS,1,LB,1,1,N,0,44,2.02,281,1,44,-0,139.50141105616513
1N,55.5,137.0159374839402,147.11414033754647,T023,8_17_14_31,2020-08-17,23,14:31:00,14,14,0.5,479,ON,HS,1,LB,1,1,N,330,39,2.04,281,1,33.774990747593094,19.500000000000018,140.79265229178847
1N,55.5,137.0159374839402,147.11414033754647,T023,8_17_14_42,2020-08-17,23,14:42:00,14,14,0.5,481,ON,HS,1,LB,1,1,N,330,35,2.18,281,1,30.310889132455344,17.500000000000014,141.95100571626028
1N,55.5,137.0159374839402,147.11414033754647,T024,8_17_15_26,2020-08-17,23,15:26:00,15,15,0.5,483,ON,HS,2,LB,1,1,N,310,73,2.68,281,1,46.923495507117366,55.9212443476854,134.08213429104006
1N,55.5,137.0159374839402,147.11414033754647,T024,8_17_15_38,2020-08-17,23,15:38:00,15,15,0.5,484,ON,HS,1,LB,0,1,N,347,71,2.8,281,1,69.1802745997517,15.971524858414439,134.37949578516992
1N,55.5,137.0159374839402,147.11414033754647,T024,8_17_15_41,2020-08-17,23,15:41:00,15,15,0.5,485,ON,HS,2,LB,1,1,N,15,41,2.83,281,1,39.6029588778518,-10.61158084920335,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,C002,8_18_11_10,2020-08-18,24,11:10:00,10,11,0.5,508,OFF,HS,2,LB,0,1,N,59,47,-0.63,239,1,24.206789520772546,-40.28686313299928,138.79537550511264
1N,55.5,137.0159374839402,147.11414033754647,C004,8_18_13_18,2020-08-18,24,13:18:00,13,13,0.5,518,OFF,HS,3,LB,0,1,N,14,42,0.42,239,1,40.75242050359185,-10.160719615186045,139.9993764419003
1N,55.5,137.0159374839402,147.11414033754647,C004,8_18_13_38,2020-08-18,24,13:38:00,13,13,0.5,520,OFF,HS,2,LB,0,1,N,335,34,0.7,239,1,30.8144647592461,14.369020899183772,142.2612977439735
1N,55.5,137.0159374839402,147.11414033754647,C005,8_18_14_11,2020-08-18,24,14:11:00,14,14,0.5,526,OFF,HS,5,LB,1,1,N,315,43,1.19,239,1,30.40559159102154,30.40559159102155,139.74749834041017
1N,55.5,137.0159374839402,147.11414033754647,C005,8_18_14_21,2020-08-18,24,14:21:00,14,14,0.5,527,OFF,HS,1,LB,0,1,N,349,35,1.34,239,1,34.35695142066824,6.678314838179063,141.95100571626028
